
------ 1926311864 :: Soul Filcher's Clearing Time ------

1926311864::EN::ItemName_Base.CuttingBoardWooden = "Wooden Cutting Board",
1926311864::CN::ItemName_Base.CuttingBoardWooden = "ceshiceshi木质砧板dafdsa",
	1926311864::EN::ItemName_Base.PoolballInSock = "Poolball In Sock",
	1945359259::EN::IGUI_Dream19 = "In the city they catch a robot. Two girls go, they are stopped by a patrol and checks. In one of them they recognize this robot by the color of their eyes, point their guns at it, start to say something, the robot slowly moves its back forward. They start shooting at him. The robot in male form easily evades shots. He begins to hit the cartridges with his hands, falling into the patrol with bullets. The robot shoots the next bullet towards the sea, a thread begins to reach for the bullet, the robot grabs it and flies onto a tree, on the other side of the street and watches a girl with a pram. In the next moment, the robot is already lying in a baby carriage next to the child and looking at the girl. She notices him and begins to smile. The robot says he's been here a long time ...",
	1945359259::CN::IGUI_Dream19 = "城里在抓捕一个机器人.  <LINE> 两个女孩走着被巡逻队拦下检查.  <LINE> 通过眼睛颜色认出其中一个是机器人, 他们 <LINE> 举枪喊话时, 机器人慢慢向后移动.  <LINE> 他们开枪射击.  <LINE> 男性外形的机器人轻松躲过子弹, 用手击打 <LINE> 飞来的弹头, 让子弹反弹击中巡逻队.  <LINE> 机器人将下一颗子弹射向大海, 有条细线连 <LINE> 着子弹, 机器人抓住线飞上街对面的树梢观 <LINE> 察推婴儿车的女孩.  <LINE> 下一秒, 机器人已经躺在婴儿车里和孩子并 <LINE> 排, 盯着那个女孩.  <LINE> 女孩发现后微笑起来.  <LINE> 机器人说它早就存在于此...",
	1945359259::EN::IGUI_Dream19_Say = "God, I’ll dream about the same",
	1945359259::CN::IGUI_Dream19_Say = "天啊, 我又做这个梦了",
	1945359259::EN::IGUI_Dream2 = "I’m standing in some apartment and looking at the table, I see on the table some - two objects and keys. I take objects and keys from the table, I leave the apartment. The landing is very narrow and long, with mailboxes hanging along the wall. I put the keys in one of the boxes and go down to the first floor. I went outside and I heard a voice in my head. - Today, a convoy carrying 2 items passed through the city, you stole them, and now you have to hide ... Be careful, they sent for you. Suddenly I see some strange person, this is not a person, this is a silhouette of a person, consisting of television noise. Again a strange voice in my head. - This is a man-noise. He is looking for you. Run ... Run into the yards. Strange, but for some reason there are no people around. I understand that this way he will easily find me ...",
	1945359259::CN::IGUI_Dream2 = "我站在某个公寓里看着桌子, 桌上放着两件 <LINE> 物品和钥匙. 我拿起物品和钥匙离开公寓.  <LINE> 走廊非常狭窄且漫长, 墙上挂着一排信箱.  <LINE> 我把钥匙放进其中一个信箱, 然后下到一楼.  <LINE> 走到外面时, 我听到脑海中响起一个声音.  <LINE> - 今天有辆运输车带着2件物品经过城市,  <LINE> 你偷了它们, 现在必须躲起来...小心,  <LINE> 他们派人来抓你了. 突然我看到一个 <LINE> 奇怪的人影, 这不是人, 而是由电视雪花噪点 <LINE> 组成的人形轮廓. 那个奇怪的声音又在我脑海 <LINE> 中响起. - 这是噪点人. 他在找你. 快跑 <LINE> ...躲进院子里. 奇怪的是周围竟然空无一人.  <LINE> 我明白这样下去他会轻易找到我...",
	1945359259::EN::IGUI_Dream20 = "I’m in the forest. It seems that I got lost. A stanning and piercing silence. A thick and wet fog sticks to open body parts as a spiderweb. Visibility at arm's length. There are six fingers! Six?!?! Are these my arms?...",
	1945359259::CN::IGUI_Dream20 = "我在森林里.  <LINE> 似乎迷路了.  <LINE> 令人不安的死寂.  <LINE> 潮湿浓雾像蛛网般粘在裸露的皮肤上.  <LINE> 能见度只有一臂距离.  <LINE> 等等, 我有六根手指! 六根? !  <LINE> 这是我的手吗? ...",
	1945359259::EN::IGUI_Dream21 = "Oh my God! This is terrible! Zombies climb through windows and doors ... I have a kitchen knife in my hands, everywhere there is blood and a sickening smell of decaying flesh ... I understand that there is no chance of salvation ... now I will meet my death ...",
	1945359259::CN::IGUI_Dream21 = "天啊! 太可怕了! 丧尸正从门窗爬进来... <LINE> 我手里只有厨房刀, 到处是血和腐肉的恶臭... <LINE> 我知道没有生还希望了... <LINE> 马上就要迎接死亡...",
	1945359259::EN::IGUI_Dream22 = "A wide panorama of the forest, bright colors, blue and cloudless sky, green grass and flowers, nature wakes up from hibernation ... it's spring. Nearby is a company of people, they put up tents and light a bonfire. Suddenly, the entire surface of the earth turned brown, and the sky turned black. People who enjoyed serenity earlier, in a panic, rushed into the placer. In the distance, from behind the trees, a gray funnel of a tornado is swiftly moving at us, of an impressive size. I, like everyone else, in the hope of shelter, run up the slope, involuntarily catching my eyes the bright discharges in the sky ...",
	1945359259::CN::IGUI_Dream22 = "森林的广阔全景, 鲜艳的色彩, 无云的蓝天,  <LINE> 青草和野花, 大自然从冬眠中苏醒... <LINE> 这是春天.  <LINE> 附近有一群人在搭帐篷生篝火.  <LINE> 突然整个大地变成褐色, 天空漆黑.  <LINE> 刚才还在享受宁静的人们惊慌逃散.  <LINE> 远处树后, 灰色的巨型龙卷风漏斗云向我们 <LINE> 急速移动.  <LINE> 我和其他人一样, 为了寻找掩体向山坡上跑,  <LINE> 不经意间瞥见天空中明亮的放电现象...",
	1945359259::EN::IGUI_Dream23 = "The ceiling in front of the eyes. I lie in bed on my back. I'm trying my best to move, but I can’t, my whole body is numb. Some champing sounds at the edge of the bed from the side of the legs. As far as I can, I look in that direction ... And there ... A terrible-looking zombie frantically clutching my lower leg with a terribly bloody grin, snarling at my leg, tearing pieces of meat from my leg with my teeth ... I try my best that there is urine to yell to wake up, but nothing comes of it! I can’t even scream, it turns out only moaning stifled! I wake up from my own scream, in a cold sweat.",
	1945359259::CN::IGUI_Dream23 = "天花板映入眼帘.  <LINE> 我仰面躺在床上.  <LINE> 竭尽全力想移动身体, 但全身麻木无法动弹.  <LINE> 床尾传来咀嚼声.  <LINE> 我尽力看向那个方向... <LINE> 在那里... <LINE> 一个面目狰狞的丧尸正疯狂啃咬我的小腿,  <LINE> 血淋淋的狞笑着, 用牙齿撕下我腿上的肉... <LINE> 我用尽全力想尖叫着醒来, 但发不出声音,  <LINE> 只能发出窒息的呻吟!  <LINE> 最终被自己的尖叫声惊醒, 浑身冷汗.",
	1945359259::EN::IGUI_Dream24 = "I stand near a well of huge diameter. Water is visible at considerable depth. I’m telling someone that I’m very afraid of such wells, it always seems that someone can get out of there and take with them. A man passes by, hurts me and I fall into the well.",
	1945359259::CN::IGUI_Dream24 = "我站在一口巨大的井边.  <LINE> 深处能看到水.  <LINE> 我对某人说我非常害怕这种深井, 总觉得会有东西爬出来把我拖下去. 有人经过时撞了我一下, 我掉进了井里.",
	1945359259::EN::IGUI_Dream25 = "I walk around the premises and hide from aliens. Ahead of a man, checking out different nooks and crannies, looking for something. I hide from him, he passes by. I go further, they tell me that a alien is nearby. I cling to the wall, I wait, the alien creeps on, he drags behind him something like a lantern, he does not see me. He climbs into the ventilation. I turn something on and grind it in it. Then I open the lid, find the brains there and start eating them.",
	1945359259::CN::IGUI_Dream25 = "我在建筑物里躲避外星人.  <LINE> 前方有个男人正在检查各个角落寻找什么.  <LINE> 我躲着他, 他从旁边走过.  <LINE> 继续前进时, 有人告诉我附近有外星人.  <LINE> 我紧贴墙壁等待, 那个外星人爬过来, 拖着 <LINE> 灯笼似的东西, 没发现我.  <LINE> 它爬进通风管.  <LINE> 我启动某个装置把它绞碎.  <LINE> 然后打开盖子, 找到它的脑子开始吃.",
	1945359259::EN::IGUI_Dream26 = "I’m driving a car. The road is empty, I do not observe other cars. Music plays from the radio, Hmm, I haven’t heard it before, interesting, pleasant ... I’m adding speed. The road smoothly leaves to the right. Suddenly, a bus rushes right at me from behind a turn. I see a driver who turns the steering wheel in jerks - either left or right. I am desperately trying to avoid a collision, I twist the steering wheel to the side, but for some reason the car continues to go right on the bus, I press the brake ... my foot falls into the floor ... the brake pedal is simply not there! The bus is rapidly approaching right at me. I'm going to die now! Ahhhhhh ...",
